SNOMED;Diagnóstico;Topografia;CID;CID_PREDITO;CONFIANCA;NEEDS_REVIEW;METODO;JUSTIFICATIVA;CANDIDATOS_CID;FONTES_RAG
M-82110;Adenoma Tubular;Biópsia de cólon transverso;D122;C186;0.6393;False;rag_candidates;O CID C186 foi escolhido porque foi o único candidato com um score de 0.6393, que é o maior score encontrado no contexto recuperado.;"[""C186"", ""C210"", ""C187"", ""D201"", ""D121"", ""D12"", ""C211"", ""C178""]";"[""SNOMED_159"", ""SNOMED_2504"", ""CR_110""]"
M-82110;Adenoma Tubular;Biópsia de cólon transverso;D123;C186;0.6393;False;rag_candidates;O CID C186 foi escolhido porque foi o único candidato com um score de 0.6393, que é o maior score encontrado no contexto recuperado.;"[""C186"", ""C210"", ""C187"", ""D201"", ""D121"", ""D12"", ""C211"", ""C178""]";"[""SNOMED_159"", ""SNOMED_2504"", ""CR_110""]"
M-82110;Adenoma Tubular;Biópsia de cólon transverso;D124;C186;0.6393;False;rag_candidates;O CID C186 foi escolhido porque foi o único candidato com um score de 0.6393, que é o maior score encontrado no contexto recuperado.;"[""C186"", ""C210"", ""C187"", ""D201"", ""D121"", ""D12"", ""C211"", ""C178""]";"[""SNOMED_159"", ""SNOMED_2504"", ""CR_110""]"
M-82110;Adenoma Tubular;Biópsia de cólon transverso;D125;C186;0.6393;False;rag_candidates;O CID C186 foi escolhido porque foi o único candidato com um score de 0.6393, que é o maior score encontrado no contexto recuperado.;"[""C186"", ""C210"", ""C187"", ""D201"", ""D121"", ""D12"", ""C211"", ""C178""]";"[""SNOMED_159"", ""SNOMED_2504"", ""CR_110""]"
M-82110;Adenoma Tubular;Biópsia de cólon transverso;D126;C186;0.6393;False;rag_candidates;O CID C186 foi escolhido porque foi o único candidato com um score de 0.6393, que é o maior score encontrado no contexto recuperado.;"[""C186"", ""C210"", ""C187"", ""D201"", ""D121"", ""D12"", ""C211"", ""C178""]";"[""SNOMED_159"", ""SNOMED_2504"", ""CR_110""]"
M-82110;Adenoma Tubular;Biópsia de cólon transverso;D127;C186;0.6393;False;rag_candidates;O CID C186 foi escolhido porque foi o único candidato com um score de 0.6393, que é o maior score encontrado no contexto recuperado.;"[""C186"", ""C210"", ""C187"", ""D201"", ""D121"", ""D12"", ""C211"", ""C178""]";"[""SNOMED_159"", ""SNOMED_2504"", ""CR_110""]"
M-82110;Adenoma Tubular;Biópsia de cólon transverso;D128;C186;0.6393;False;rag_candidates;O CID C186 foi escolhido porque foi o único candidato com um score de 0.6393, que é o maior score encontrado no contexto recuperado.;"[""C186"", ""C210"", ""C187"", ""D201"", ""D121"", ""D12"", ""C211"", ""C178""]";"[""SNOMED_159"", ""SNOMED_2504"", ""CR_110""]"
M-82110;Adenoma Tubular;Biópsia de cólon transverso;D129;C186;0.6393;False;rag_candidates;O CID C186 foi escolhido porque foi o único candidato com um score de 0.6393, que é o maior score encontrado no contexto recuperado.;"[""C186"", ""C210"", ""C187"", ""D201"", ""D121"", ""D12"", ""C211"", ""C178""]";"[""SNOMED_159"", ""SNOMED_2504"", ""CR_110""]"
M-72040;Pólipo Hiperplásico;Cólon transverso;D12;D123;0.6296;False;snomed_support_plus_rag;O diagnóstico do paciente é Pólipo Hiperplásico, que é mais semelhante ao diagnóstico 'Neoplasia benigna do cólon transverso' do contexto recuperado.;"[""D123"", ""D122"", ""D125"", ""D124"", ""D12"", ""D201"", ""C260"", ""D126""]";"[""CR_604""]"
M-72040;Pólipo Hiperplásico;Cólon transverso;D121;D123;0.6296;False;snomed_support_plus_rag;O diagnóstico do paciente é Pólipo Hiperplásico, que é mais semelhante ao diagnóstico 'Neoplasia benigna do cólon transverso' do contexto recuperado.;"[""D123"", ""D122"", ""D125"", ""D124"", ""D12"", ""D201"", ""C260"", ""D126""]";"[""CR_604""]"
M-72040;Pólipo Hiperplásico;Cólon transverso;D122;D123;0.6296;False;snomed_support_plus_rag;O diagnóstico do paciente é Pólipo Hiperplásico, que é mais semelhante ao diagnóstico 'Neoplasia benigna do cólon transverso' do contexto recuperado.;"[""D123"", ""D122"", ""D125"", ""D124"", ""D12"", ""D201"", ""C260"", ""D126""]";"[""CR_604""]"
M-72040;Pólipo Hiperplásico;Cólon transverso;D123;D123;0.6296;False;snomed_support_plus_rag;O diagnóstico do paciente é Pólipo Hiperplásico, que é mais semelhante ao diagnóstico 'Neoplasia benigna do cólon transverso' do contexto recuperado.;"[""D123"", ""D122"", ""D125"", ""D124"", ""D12"", ""D201"", ""C260"", ""D126""]";"[""CR_604""]"
M-72040;Pólipo Hiperplásico;Cólon transverso;D124;D123;0.6296;False;snomed_support_plus_rag;O diagnóstico do paciente é Pólipo Hiperplásico, que é mais semelhante ao diagnóstico 'Neoplasia benigna do cólon transverso' do contexto recuperado.;"[""D123"", ""D122"", ""D125"", ""D124"", ""D12"", ""D201"", ""C260"", ""D126""]";"[""CR_604""]"
M-72040;Pólipo Hiperplásico;Cólon transverso;D125;D123;0.6296;False;snomed_support_plus_rag;O diagnóstico do paciente é Pólipo Hiperplásico, que é mais semelhante ao diagnóstico 'Neoplasia benigna do cólon transverso' do contexto recuperado.;"[""D123"", ""D122"", ""D125"", ""D124"", ""D12"", ""D201"", ""C260"", ""D126""]";"[""CR_604""]"
M-72040;Pólipo Hiperplásico;Cólon transverso;D126;D123;0.6296;False;snomed_support_plus_rag;O diagnóstico do paciente é Pólipo Hiperplásico, que é mais semelhante ao diagnóstico 'Neoplasia benigna do cólon transverso' do contexto recuperado.;"[""D123"", ""D122"", ""D125"", ""D124"", ""D12"", ""D201"", ""C260"", ""D126""]";"[""CR_604""]"
M-72040;Pólipo Hiperplásico;Cólon transverso;D127;D123;0.6296;False;snomed_support_plus_rag;O diagnóstico do paciente é Pólipo Hiperplásico, que é mais semelhante ao diagnóstico 'Neoplasia benigna do cólon transverso' do contexto recuperado.;"[""D123"", ""D122"", ""D125"", ""D124"", ""D12"", ""D201"", ""C260"", ""D126""]";"[""CR_604""]"
M-72040;Pólipo Hiperplásico;Cólon transverso;D128;D123;0.6296;False;snomed_support_plus_rag;O diagnóstico do paciente é Pólipo Hiperplásico, que é mais semelhante ao diagnóstico 'Neoplasia benigna do cólon transverso' do contexto recuperado.;"[""D123"", ""D122"", ""D125"", ""D124"", ""D12"", ""D201"", ""C260"", ""D126""]";"[""CR_604""]"
M-72040;Pólipo Hiperplásico;Cólon transverso;D129;D123;0.6296;False;snomed_support_plus_rag;O diagnóstico do paciente é Pólipo Hiperplásico, que é mais semelhante ao diagnóstico 'Neoplasia benigna do cólon transverso' do contexto recuperado.;"[""D123"", ""D122"", ""D125"", ""D124"", ""D12"", ""D201"", ""C260"", ""D126""]";"[""CR_604""]"
M-72040;Pólipo Hiperplásico;Cón ascendente;D12;D890;0.5912;False;rag_candidates;O candidato D890 tem a maior pontuação de confiança (0,5912) e está relacionado ao diagnóstico de 'Hipergamaglobulinemia policlonal', que é semelhante ao diagnóstico do paciente ('Pólipo Hiperplásico').;"[""D45"", ""D731"", ""D890"", ""D760"", ""D892"", ""D730"", ""C222"", ""C902""]";"[""CR_1038""]"
M-43000;Gastrite Crônica;Cólon de transverso;;C166;0.6544;False;rag_candidates;O diagnóstico do paciente é Gastrite Crônica, mas o candidato mais forte é C166, que corresponde a Neoplasia maligna da grande curvatura do estômago, não especificada.;"[""D002"", ""C166"", ""D131"", ""C16"", ""C944"", ""C168"", ""D019"", ""D371""]";"[""CR_523"", ""CR_93"", ""CR_613"", ""CR_86"", ""CR_503""]"
M-43000;Gastrite Crônica;Cólon descendente;;C166;0.6548;False;rag_candidates;O diagnóstico do paciente é Gastrite Crônica, mas o candidato mais forte é C166, que corresponde a Neoplasia maligna da grande curvatura do estômago, não especificada.;"[""D002"", ""C166"", ""D131"", ""C16"", ""C944"", ""D762"", ""D019"", ""C168""]";"[""CR_523"", ""CR_93"", ""CR_613"", ""CR_86"", ""CR_503""]"
M-43000;Gastrite Crônica;Estômago;;C16;0.661;False;rag_candidates;O diagnóstico do paciente é Gastrite Crônica, e o CID C16 (Neoplasia maligna do estômago) é o mais provável devido à topografia do estômago.;"[""D002"", ""C944"", ""C16"", ""D131"", ""C166"", ""C162"", ""C169"", ""D371""]";"[""CR_523"", ""CR_503"", ""CR_86"", ""CR_613"", ""CR_93""]"
M-80703;Carcinoma de Células Escamosas;Biópsia de epiglote;C019;C101;0.7;False;snomed_support_plus_rag;O candidato C101 foi escolhido porque foi o único com um score de 0.7 e foi suportado pelo SNOMED.;"[""C101"", ""D001"", ""C780"", ""D020"", ""C180"", ""D050"", ""D097"", ""C104""]";"[""SNOMED_2350""]"
M-82110;Adenoma Tubular;Pólipo de cólon transverso;D12;D121;0.6321;False;rag_candidates;O CID D121 foi escolhido porque foi o único candidato com um score de 0.6321, que é o maior score encontrado no contexto recuperado.;"[""D121"", ""D201"", ""D12"", ""C187"", ""D125"", ""C210"", ""C186"", ""D132""]";"[""SNOMED_159"", ""CR_602""]"
M-82110;Adenoma Tubular;Pólipo de cólon transverso;D123;D121;0.6321;False;rag_candidates;O CID D121 foi escolhido porque foi o único candidato com um score de 0.6321, que é o maior score encontrado no contexto recuperado.;"[""D121"", ""D201"", ""D12"", ""C187"", ""D125"", ""C210"", ""C186"", ""D132""]";"[""SNOMED_159"", ""CR_602""]"
M-40000;Gastrite;Biopsia gástrica;;D002;0.6552;False;rag_candidates;Carcinoma in situ do estômago;"[""D002"", ""D131"", ""C16"", ""D371"", ""C168"", ""D762"", ""C161"", ""C944""]";"[""SNOMED_625"", ""SNOMED_653"", ""SNOMED_1080"", ""CR_523""]"
M-82110;Adenoma Tubular;Cólon transverso;D12;C210;0.6298;False;rag_candidates;O candidato C210 tem o maior score de evidência (0.6298) e é o único candidato com evidência de 'vector_cid', o que sugere uma correspondência forte entre o diagnóstico do paciente e o CID.;"[""C210"", ""C186"", ""C187"", ""D12"", ""D121"", ""D125"", ""D201"", ""C211""]";"[""SNOMED_159"", ""SNOMED_2504"", ""CR_117""]"
M-82110;Adenoma Tubular;Cólon descendente;D12;C186;0.6522;False;rag_candidates;O candidato C186 tem o maior score de 0.6522 e é suportado por evidência de vetor CID.;"[""C186"", ""D124"", ""D121"", ""C187"", ""D201"", ""C210"", ""D125"", ""D12""]";"[""SNOMED_159"", ""SNOMED_2504"", ""CR_110""]"
M-82110;Adenoma Tubular;Canal anal;D12;C210;0.6729;False;rag_candidates;O candidato C210 tem o maior score de evidência (0.6729) e é o único candidato com evidência de 'vector_cid', o que sugere uma correspondência forte entre o diagnóstico do paciente e o CID.;"[""C210"", ""D129"", ""C211"", ""C21"", ""D013"", ""D12"", ""C218"", ""D121""]";"[""SNOMED_159"", ""SNOMED_2504"", ""CR_117""]"
M-82110;Adenoma Tubular;Canal anal;D129;C210;0.6729;False;rag_candidates;O candidato C210 tem o maior score de evidência (0.6729) e é o único candidato com evidência de 'vector_cid', o que sugere uma correspondência forte entre o diagnóstico do paciente e o CID.;"[""C210"", ""D129"", ""C211"", ""C21"", ""D013"", ""D12"", ""C218"", ""D121""]";"[""SNOMED_159"", ""SNOMED_2504"", ""CR_117""]"
M-43000;Gastrite Crônica Antral Leve;Cólon ascendente;;C16;0.6248;False;rag_candidates;O diagnóstico do paciente é 'Gastrite Crônica Antral Leve', mas o candidato mais provável é 'Neoplasia maligna do estômago' com confiança de 0,6248.;"[""D002"", ""C944"", ""D131"", ""C166"", ""C16"", ""D371"", ""C165"", ""D762""]";"[""CR_523"", ""CR_503"", ""CR_613"", ""CR_93"", ""CR_86""]"
M-43000;Gastrite Crônica Antral Leve;Estômago;;D002;0.6491;False;snomed_support_plus_rag;O diagnóstico do paciente é 'Gastrite Crônica Antral Leve' e o candidato mais provável é 'D002' com uma confiança de 0,6491.;"[""D002"", ""D131"", ""C944"", ""C16"", ""C166"", ""D371"", ""D762"", ""C165""]";"[""CR_523""]"
M-43000;Gastrite Crônica Antral Leve;Cólon descendente;;D002;0.6396;False;snomed_support_plus_rag;O diagnóstico do paciente é 'Gastrite Crônica Antral Leve' e o CID mais provável é 'D002' com uma confiança de 0,6396.;"[""D002"", ""D131"", ""C944"", ""C166"", ""C16"", ""D371"", ""C165"", ""D762""]";"[""CR_523""]"
M-43000;Gastrite Crônica Antral Leve;Canal anal;;D002;0.6265;False;snomed_support_plus_rag;O diagnóstico do paciente é 'Gastrite Crônica Antral Leve' e o candidato mais provável é 'D002' com uma confiança de 0.6265.;"[""D002"", ""D131"", ""C944"", ""C16"", ""C166"", ""D013"", ""D371"", ""D762""]";"[""CR_523""]"
M-72040;Pólipo Hiperplásico;Cólon ascendente;D12;D122;0.647;False;snomed_support_plus_rag;O diagnóstico do paciente é Pólipo Hiperplásico, que é mais semelhante ao CID D122 (Neoplasia benigna do cólon ascendente);"[""D122"", ""D125"", ""D124"", ""D201"", ""D123"", ""D126"", ""C182"", ""C260""]";"[""CR_603""]"
M-72040;Pólipo Hiperplásico;Estômago;D002;C16;0.6127;False;rag_candidates;O diagnóstico do paciente é 'Pólipo Hiperplásico' e o candidato mais forte é 'C16' com uma confiança de 0,6127.;"[""C168"", ""C165"", ""C161"", ""D371"", ""C16"", ""D131"", ""C169"", ""D762""]";"[""CR_94"", ""CR_92"", ""CR_88"", ""CR_768"", ""CR_86""]"
M-72040;Pólipo Hiperplásico;Estômago;D009;C16;0.6127;False;rag_candidates;O diagnóstico do paciente é 'Pólipo Hiperplásico' e o candidato mais forte é 'C16' com uma confiança de 0,6127.;"[""C168"", ""C165"", ""C161"", ""D371"", ""C16"", ""D131"", ""C169"", ""D762""]";"[""CR_94"", ""CR_92"", ""CR_88"", ""CR_768"", ""CR_86""]"
M-72040;Pólipo Hiperplásico;Cólon descendente;D12;D124;0.6499;False;snomed_support_plus_rag;O diagnóstico do paciente é Pólipo Hiperplásico, que é mais semelhante ao CID D124 (Neoplasia benigna do cólon descendente);"[""D124"", ""D125"", ""D122"", ""D201"", ""D123"", ""D126"", ""D12"", ""D20""]";"[""CR_605""]"
M-72040;Pólipo Hiperplásico;Cólon descendente;D129;D124;0.6499;False;snomed_support_plus_rag;O diagnóstico do paciente é Pólipo Hiperplásico, que é mais semelhante ao CID D124 (Neoplasia benigna do cólon descendente);"[""D124"", ""D125"", ""D122"", ""D201"", ""D123"", ""D126"", ""D12"", ""D20""]";"[""CR_605""]"
M-72040;Pólipo Hiperplásico;Canal anal;D12;C218;0.6458;False;snomed_support_plus_rag;O diagnóstico do paciente é Pólipo Hiperplásico, que é mais semelhante ao CID C218 (Neoplasia maligna do reto, ânus e do canal anal com lesão invasiva);"[""C218"", ""D129"", ""D12"", ""C21"", ""C210"", ""C211"", ""D013"", ""D128""]";"[""CR_120""]"
M-72040;Pólipo Hiperplásico;Canal anal;D129;C218;0.6458;False;snomed_support_plus_rag;O diagnóstico do paciente é Pólipo Hiperplásico, que é mais semelhante ao CID C218 (Neoplasia maligna do reto, ânus e do canal anal com lesão invasiva);"[""C218"", ""D129"", ""D12"", ""C21"", ""C210"", ""C211"", ""D013"", ""D128""]";"[""CR_120""]"
M-82630;ADENOMA TÚBULO-VILOSO;Cólon transverso;D12;C268;0.7;False;rag_candidates;O diagnóstico do paciente é 'ADENOMA TÚBULO-VILOSO' e o SNOMED mais relevante é 'M-82630', que é suportado por vários registros de contexto. O CID mais provável é 'C268' devido à sua semelhança com o diagnóstico do paciente.;"[""C260"", ""C268"", ""C173"", ""C17"", ""C179"", ""C178"", ""C785"", ""C482""]";"[""CR_145"", ""SNOMED_161"", ""SNOMED_162"", ""SNOMED_2509"", ""SNOMED_2511""]"
M-82630;ADENOMA TÚBULO-VILOSO;Cólon descendente;D12;C268;0.7;False;snomed_support_plus_rag;O diagnóstico do paciente é 'ADENOMA TÚBULO-VILOSO' e o SNOMED mais relevante é 'M-82630', que é fortemente suportado por vários registros de contexto. O CID mais provável é 'C268' devido à semelhança entre o diagnóstico e o CID.;"[""C260"", ""C268"", ""C173"", ""C186"", ""C850"", ""C962"", ""C80"", ""C170""]";"[""SNOMED_161"", ""SNOMED_162"", ""SNOMED_2509"", ""SNOMED_2511""]"
M-40000;Inflamação;Pólipo de cólon transverso;;D12;0.6354;False;rag_candidates;CID D12 foi escolhido devido ao seu score mais alto em relação ao contexto recuperado.;"[""D12"", ""D123"", ""D122"", ""D125"", ""D124"", ""D128"", ""D126"", ""D014""]";"[""SNOMED_625"", ""SNOMED_653"", ""SNOMED_1080"", ""CR_600""]"
M-40000;Inflamação;Pólipo de cólon descendente;;D12;0.6281;False;rag_candidates;O candidato D12 tem o maior score de confiança (0.6281) e é suportado por evidência de vetor CID.;"[""D124"", ""D12"", ""D125"", ""D122"", ""D123"", ""D126"", ""D128"", ""D201""]";"[""CR_600""]"
