SNOMED;Diagnóstico;Topografia;CID;CID_PREDITO;CONFIANCA;NEEDS_REVIEW;METODO;JUSTIFICATIVA;CANDIDATOS_CID;FONTES_RAG
M-82110;Adenoma Tubular;Biópsia de cólon transverso;D124;C210;0.78;False;snomed_support_plus_rag;O CID C210 é o mais provável devido à forte evidência de suporte do SNOMED (exact_snomed_support) e da similaridade de diagnóstico (fuzzy_support:diag=100.0) com o registro SNOMED_2504.;"[""C210"", ""C186"", ""D201"", ""C187"", ""D121"", ""C178"", ""D12"", ""C784""]";"[""SNOMED_159"", ""SNOMED_2504""]"
M-82110;Adenoma Tubular;Biópsia de cólon transverso;D125;C210;0.78;False;snomed_support_plus_rag;O CID C210 é o mais provável devido à forte evidência de suporte do SNOMED (exact_snomed_support) e da similaridade de diagnóstico (fuzzy_support:diag=100.0) com o registro SNOMED_2504.;"[""C210"", ""C186"", ""D201"", ""C187"", ""D121"", ""C178"", ""D12"", ""C784""]";"[""SNOMED_159"", ""SNOMED_2504""]"
M-82110;Adenoma Tubular;Biópsia de cólon transverso;D126;C210;0.78;False;snomed_support_plus_rag;O CID C210 é o mais provável devido à forte evidência de suporte do SNOMED (exact_snomed_support) e da similaridade de diagnóstico (fuzzy_support:diag=100.0) com o registro SNOMED_2504.;"[""C210"", ""C186"", ""D201"", ""C187"", ""D121"", ""C178"", ""D12"", ""C784""]";"[""SNOMED_159"", ""SNOMED_2504""]"
M-82110;Adenoma Tubular;Biópsia de cólon transverso;D127;C210;0.78;False;snomed_support_plus_rag;O CID C210 é o mais provável devido à forte evidência de suporte do SNOMED (exact_snomed_support) e da similaridade de diagnóstico (fuzzy_support:diag=100.0) com o registro SNOMED_2504.;"[""C210"", ""C186"", ""D201"", ""C187"", ""D121"", ""C178"", ""D12"", ""C784""]";"[""SNOMED_159"", ""SNOMED_2504""]"
M-82110;Adenoma Tubular;Biópsia de cólon transverso;D128;C210;0.78;False;snomed_support_plus_rag;O CID C210 é o mais provável devido à forte evidência de suporte do SNOMED (exact_snomed_support) e da similaridade de diagnóstico (fuzzy_support:diag=100.0) com o registro SNOMED_2504.;"[""C210"", ""C186"", ""D201"", ""C187"", ""D121"", ""C178"", ""D12"", ""C784""]";"[""SNOMED_159"", ""SNOMED_2504""]"
M-82110;Adenoma Tubular;Biópsia de cólon transverso;D129;C210;0.78;False;snomed_support_plus_rag;O CID C210 é o mais provável devido à forte evidência de suporte do SNOMED (exact_snomed_support) e da similaridade de diagnóstico (fuzzy_support:diag=100.0) com o registro SNOMED_2504.;"[""C210"", ""C186"", ""D201"", ""C187"", ""D121"", ""C178"", ""D12"", ""C784""]";"[""SNOMED_159"", ""SNOMED_2504""]"
M-72040;Pólipo Hiperplásico;Cólon transverso;D12;D123;0.6271;False;rag_candidates;O candidato D123 tem a maior confiança de 0.6271 e seu diagnóstico é 'Neoplasia benigna do cólon transverso', que é semelhante ao diagnóstico do paciente 'Pólipo Hiperplásico'.;"[""D122"", ""D123"", ""D125"", ""D124"", ""D201"", ""C260"", ""D126"", ""D12""]";"[""CR_604""]"
M-72040;Pólipo Hiperplásico;Cólon transverso;D121;D123;0.6271;False;rag_candidates;O CID D123 foi escolhido porque tem a maior confiança (0,6271) e o diagnóstico do paciente (Pólipo Hiperplásico) é semelhante ao diagnóstico associado ao CID D123 (Neoplasia benigna do cólon transverso).;"[""D122"", ""D123"", ""D125"", ""D124"", ""D201"", ""C260"", ""D126"", ""D12""]";"[""CR_603"", ""CR_604"", ""CR_606"", ""CR_605"", ""CR_664""]"
M-72040;Pólipo Hiperplásico;Cólon transverso;D122;D123;0.6271;False;rag_candidates;O CID D123 foi escolhido porque tem a maior confiança (0,6271) e o diagnóstico do paciente (Pólipo Hiperplásico) é semelhante ao diagnóstico associado ao CID D123 (Neoplasia benigna do cólon transverso).;"[""D122"", ""D123"", ""D125"", ""D124"", ""D201"", ""C260"", ""D126"", ""D12""]";"[""CR_603"", ""CR_604"", ""CR_606"", ""CR_605"", ""CR_664""]"
M-72040;Pólipo Hiperplásico;Cólon transverso;D123;D123;0.6271;False;rag_candidates;O CID D123 foi escolhido porque tem a maior confiança (0,6271) e o diagnóstico do paciente (Pólipo Hiperplásico) é semelhante ao diagnóstico associado ao CID D123 (Neoplasia benigna do cólon transverso).;"[""D122"", ""D123"", ""D125"", ""D124"", ""D201"", ""C260"", ""D126"", ""D12""]";"[""CR_603"", ""CR_604"", ""CR_606"", ""CR_605"", ""CR_664""]"
M-72040;Pólipo Hiperplásico;Cólon transverso;D124;D123;0.6271;False;rag_candidates;O CID D123 foi escolhido porque tem a maior confiança (0,6271) e o diagnóstico do paciente (Pólipo Hiperplásico) é semelhante ao diagnóstico associado ao CID D123 (Neoplasia benigna do cólon transverso).;"[""D122"", ""D123"", ""D125"", ""D124"", ""D201"", ""C260"", ""D126"", ""D12""]";"[""CR_603"", ""CR_604"", ""CR_606"", ""CR_605"", ""CR_664""]"
M-72040;Pólipo Hiperplásico;Cólon transverso;D125;D123;0.6271;False;rag_candidates;O CID D123 foi escolhido porque tem a maior confiança (0,6271) e o diagnóstico do paciente (Pólipo Hiperplásico) é semelhante ao diagnóstico associado ao CID D123 (Neoplasia benigna do cólon transverso).;"[""D122"", ""D123"", ""D125"", ""D124"", ""D201"", ""C260"", ""D126"", ""D12""]";"[""CR_603"", ""CR_604"", ""CR_606"", ""CR_605"", ""CR_664""]"
M-72040;Pólipo Hiperplásico;Cólon transverso;D126;D123;0.6271;False;rag_candidates;O CID D123 foi escolhido porque tem a maior confiança (0,6271) e o diagnóstico do paciente (Pólipo Hiperplásico) é semelhante ao diagnóstico associado ao CID D123 (Neoplasia benigna do cólon transverso).;"[""D122"", ""D123"", ""D125"", ""D124"", ""D201"", ""C260"", ""D126"", ""D12""]";"[""CR_603"", ""CR_604"", ""CR_606"", ""CR_605"", ""CR_664""]"
M-72040;Pólipo Hiperplásico;Cólon transverso;D127;D123;0.6271;False;rag_candidates;O CID D123 foi escolhido porque tem a maior confiança (0,6271) e o diagnóstico do paciente (Pólipo Hiperplásico) é semelhante ao diagnóstico associado ao CID D123 (Neoplasia benigna do cólon transverso).;"[""D122"", ""D123"", ""D125"", ""D124"", ""D201"", ""C260"", ""D126"", ""D12""]";"[""CR_603"", ""CR_604"", ""CR_606"", ""CR_605"", ""CR_664""]"
M-72040;Pólipo Hiperplásico;Cólon transverso;D128;D123;0.6271;False;rag_candidates;O CID D123 foi escolhido porque tem a maior confiança (0,6271) e o diagnóstico do paciente (Pólipo Hiperplásico) é semelhante ao diagnóstico associado ao CID D123 (Neoplasia benigna do cólon transverso).;"[""D122"", ""D123"", ""D125"", ""D124"", ""D201"", ""C260"", ""D126"", ""D12""]";"[""CR_603"", ""CR_604"", ""CR_606"", ""CR_605"", ""CR_664""]"
M-72040;Pólipo Hiperplásico;Cólon transverso;D129;D123;0.6271;False;rag_candidates;O CID D123 foi escolhido porque tem a maior confiança (0,6271) e o diagnóstico do paciente (Pólipo Hiperplásico) é semelhante ao diagnóstico associado ao CID D123 (Neoplasia benigna do cólon transverso).;"[""D122"", ""D123"", ""D125"", ""D124"", ""D201"", ""C260"", ""D126"", ""D12""]";"[""CR_603"", ""CR_604"", ""CR_606"", ""CR_605"", ""CR_664""]"
M-72040;Pólipo Hiperplásico;Cón ascendente;D12;D45;0.5954;False;rag_candidates;O candidato D45 tem a maior confiança de 0.5954, indicando que é o CID mais provável.;"[""D45"", ""D890"", ""D731"", ""D760"", ""D892"", ""D730"", ""C222"", ""D751""]";"[""CR_826""]"
M-43000;Gastrite Crônica;Cólon de transverso;;C16;0.6574;False;rag_candidates;O candidato C16 tem a maior confiança de 0.6574 e está relacionado a Neoplasia maligna do estômago, que é semelhante ao diagnóstico do paciente Gastrite Crônica.;"[""D002"", ""C166"", ""D131"", ""C16"", ""C944"", ""C168"", ""D371"", ""D019""]";"[""CR_93""]"
M-43000;Gastrite Crônica;Cólon descendente;;C16;0.6565;False;rag_candidates;O candidato C16 tem a maior confiança de 0.6565 e está relacionado ao diagnóstico de Neoplasia maligna do estômago.;"[""D002"", ""C166"", ""D131"", ""C16"", ""C944"", ""D762"", ""D019"", ""C168""]";"[""CR_93""]"
M-43000;Gastrite Crônica;Estômago;;C16;0.6646;False;rag_candidates;O candidato C16 tem a maior confiança (0.6646) e está relacionado a Neoplasia maligna do estômago, que é semelhante ao diagnóstico do paciente (Gastrite Crônica);"[""D002"", ""C944"", ""C16"", ""D131"", ""C166"", ""C162"", ""D371"", ""D762""]";"[""CR_86""]"
M-80703;Carcinoma de Células Escamosas;Biópsia de epiglote;C019;C101;0.6645;False;vector_cid;O candidato C101 foi escolhido porque foi o único com um score de 0.6645 e foi suportado por evidência de vetor CID.;"[""C101"", ""D001"", ""D04"", ""D020"", ""C180"", ""C462"", ""C132"", ""D050""]";"[""CR_53""]"
M-82110;Adenoma Tubular;Pólipo de cólon transverso;D12;D121;0.78;False;snomed_support_plus_rag;O CID D121 é o mais provável devido à forte evidência de suporte do SNOMED (exact_snomed_support) e da similaridade de diagnóstico (fuzzy_support:diag=100.0) com o registro SNOMED_2504.;"[""D201"", ""D121"", ""D125"", ""D132"", ""C187"", ""C186"", ""D12"", ""C210""]";"[""SNOMED_159"", ""SNOMED_2504""]"
M-82110;Adenoma Tubular;Pólipo de cólon transverso;D123;D121;0.78;False;snomed_support_plus_rag;O CID D121 é o mais provável devido ao alto score de 0,78 e à evidência de suporte exato do SNOMED.;"[""D201"", ""D121"", ""D125"", ""D132"", ""C187"", ""C186"", ""D12"", ""C210""]";"[""SNOMED_159"", ""SNOMED_2504""]"
M-40000;Gastrite;Biopsia gástrica;;D002;0.6432;False;rag_candidates;O candidato D002 foi escolhido porque tem o maior score de confiança (0.6432) e é o único candidato com evidência de 'vector_cid' no contexto recuperado.;"[""D002"", ""D131"", ""C16"", ""D371"", ""C161"", ""C168"", ""D762"", ""C162""]";"[""SNOMED_625"", ""SNOMED_653"", ""SNOMED_1080"", ""CR_523""]"
M-82110;Adenoma Tubular;Cólon transverso;D12;C186;0.78;False;snomed_support_plus_rag;O CID C186 é o mais provável devido à forte evidência de suporte do SNOMED (M-82110) e do contexto recuperado.;"[""C186"", ""C187"", ""C210"", ""D12"", ""D121"", ""D201"", ""C784"", ""D125""]";"[""SNOMED_159"", ""SNOMED_2504""]"
M-82110;Adenoma Tubular;Cólon descendente;D12;D124;0.78;False;snomed_support_plus_rag;O CID D124 é o mais provável devido ao forte suporte de evidências de diagnóstico e topografia.;"[""C186"", ""D124"", ""D121"", ""C187"", ""C210"", ""D201"", ""D12"", ""D125""]";"[""SNOMED_159"", ""SNOMED_2504""]"
M-82110;Adenoma Tubular;Canal anal;D12;C210;0.673;False;rag_candidates;O CID C210 foi escolhido porque foi o único candidato com um score de 0.673, que é o maior score encontrado no contexto recuperado.;"[""C210"", ""D129"", ""C211"", ""C21"", ""D013"", ""D12"", ""C218"", ""D121""]";"[""CR_117""]"
M-82110;Adenoma Tubular;Canal anal;D129;C210;0.673;False;rag_candidates;O CID C210 foi escolhido porque foi o único candidato com um score de 0.673, que é o maior score encontrado no contexto recuperado.;"[""C210"", ""D129"", ""C211"", ""C21"", ""D013"", ""D12"", ""C218"", ""D121""]";"[""CR_117""]"
M-43000;Gastrite Crônica Antral Leve;Cólon ascendente;;C16;0.6263;False;rag_candidates;O CID C16 tem a maior confiança de 0.6263 e está relacionado ao diagnóstico de Neoplasia maligna do estômago.;"[""D002"", ""C944"", ""D131"", ""C166"", ""C16"", ""D371"", ""D762"", ""C165""]";"[""CR_86""]"
M-43000;Gastrite Crônica Antral Leve;Estômago;;C16;0.6397;False;rag_candidates;O candidato C16 tem a maior confiança e está relacionado a Neoplasia maligna do estômago, que está presente no diagnóstico do paciente.;"[""D002"", ""C944"", ""D131"", ""C16"", ""C166"", ""D371"", ""D762"", ""C165""]";"[""CR_86""]"
M-43000;Gastrite Crônica Antral Leve;Cólon descendente;;D002;0.6375;False;snomed_support_plus_rag;O CID D002 foi escolhido porque tem a maior confiança (0,6375) e é o único candidato com confiança acima de 0,6.;"[""D002"", ""D131"", ""C944"", ""C166"", ""C16"", ""D762"", ""D371"", ""C165""]";"[""CR_523""]"
M-43000;Gastrite Crônica Antral Leve;Canal anal;;C166;0.8;False;rag_candidates;O paciente tem Gastrite Crônica Antral Leve, que é um tipo de doença do estômago. O CID C166 é o mais provável, pois está relacionado a doenças do estômago.;"[""D002"", ""C944"", ""D131"", ""C16"", ""C166"", ""D762"", ""D371"", ""D12""]";"[""DT_609"", ""DT_610"", ""DT_967"", ""DT_968"", ""DT_969""]"
M-72040;Pólipo Hiperplásico;Cólon ascendente;D12;D122;0.6361;False;snomed_support_plus_rag;O CID D122 foi escolhido porque tem a maior confiança (0,6361) e está relacionado ao diagnóstico do paciente (Neoplasia benigna do cólon ascendente);"[""D122"", ""D125"", ""D124"", ""D201"", ""D123"", ""D126"", ""D12"", ""C260""]";"[""CR_603""]"
M-72040;Pólipo Hiperplásico;Estômago;D002;C168;0.6128;False;snomed_support_plus_rag;O diagnóstico do paciente é 'Pólipo Hiperplásico' e o candidato mais forte é 'C168' com uma confiança de 0,6128.;"[""C168"", ""C165"", ""D371"", ""D762"", ""C16"", ""C161"", ""D131"", ""C169""]";"[""CR_94""]"
M-72040;Pólipo Hiperplásico;Estômago;D009;C168;0.6128;False;snomed_support_plus_rag;O diagnóstico do paciente é 'Pólipo Hiperplásico' e o candidato mais provável é 'C168' com uma confiança de 0,6128.;"[""C168"", ""C165"", ""D371"", ""D762"", ""C16"", ""C161"", ""D131"", ""C169""]";"[""CR_94""]"
M-72040;Pólipo Hiperplásico;Cólon descendente;D12;D124;0.6403;False;rag_candidates;O candidato D124 tem a maior confiança de 0.6403 e está relacionado ao diagnostico 'Neoplasia benigna do cólon descendente'.;"[""D124"", ""D125"", ""D122"", ""D201"", ""D123"", ""D126"", ""C260"", ""D12""]";"[""CR_605""]"
M-72040;Pólipo Hiperplásico;Cólon descendente;D129;D124;0.6403;False;rag_candidates;O candidato D124 tem a maior confiança de 0.6403 e está relacionado ao diagnostico 'Neoplasia benigna do cólon descendente'.;"[""D124"", ""D125"", ""D122"", ""D201"", ""D123"", ""D126"", ""C260"", ""D12""]";"[""CR_605""]"
M-72040;Pólipo Hiperplásico;Canal anal;D12;C218;0.8;False;snomed_support_plus_rag;O paciente apresenta um pólipo hiperplásico no canal anal, o que é mais comum em pacientes com carcinoma de células escamosas.;"[""C218"", ""D129"", ""C21"", ""D12"", ""C210"", ""C211"", ""D013"", ""D128""]";"[""DT_609""]"
M-72040;Pólipo Hiperplásico;Canal anal;D129;C218;0.8;False;snomed_support_plus_rag;O diagnóstico do paciente é Pólipo Hiperplásico, que é um tipo de neoplasia benigna. O CID C218 é o mais provável, pois está relacionado a neoplasias benignas do canal anal.;"[""C218"", ""D129"", ""C21"", ""D12"", ""C210"", ""C211"", ""D013"", ""D128""]";"[""DT_609"", ""DT_610"", ""DT_967"", ""DT_968"", ""DT_969""]"
M-82630;ADENOMA TÚBULO-VILOSO;Cólon transverso;D12;C260;0.78;False;snomed_support_plus_rag;"O CID C260 foi escolhido porque foi o único candidato com um score de 0,78 e foi suportado por evidência de ""exact_snomed_support"".";"[""C260"", ""C268"", ""C17"", ""C173"", ""C179"", ""C178"", ""C785"", ""C170""]";"[""SNOMED_161"", ""SNOMED_162"", ""SNOMED_2509"", ""SNOMED_2511""]"
M-82630;ADENOMA TÚBULO-VILOSO;Cólon descendente;D12;C260;0.78;False;snomed_support_plus_rag;O CID C260 foi escolhido porque foi o único candidato com um score de 0,78 e foi suportado por evidência de exact_snomed_support.;"[""C260"", ""C268"", ""C173"", ""C186"", ""C17"", ""C179"", ""C170"", ""C785""]";"[""SNOMED_161"", ""SNOMED_162"", ""SNOMED_2509"", ""SNOMED_2511""]"
M-40000;Inflamação;Pólipo de cólon transverso;;D123;0.6315;False;vector_cid;O CID D123 foi escolhido porque foi encontrado no contexto recuperado com uma pontuação de 0,6315 e foi classificado como Neoplasia benigna do cólon transverso.;"[""D123"", ""D122"", ""D12"", ""D125"", ""D124"", ""D126"", ""D128"", ""D201""]";"[""CR_604""]"
M-40000;Inflamação;Pólipo de cólon descendente;;D125;0.78;False;snomed_support_plus_rag;O candidato D125 foi escolhido porque foi o único com um score de 0.78 e foi suportado por evidência de exact_snomed_support.;"[""D124"", ""D125"", ""D122"", ""D12"", ""D126"", ""D123"", ""D128"", ""D201""]";"[""SNOMED_625"", ""SNOMED_653"", ""SNOMED_1080""]"
